Nama Broker,Kode Broker,Nama Emiten,Nama Perusahaan,Tanggal,Buy Value,Buy Lot,Buy Avg,Sell Value,Sell Lot,Sell Avg,Open Price,First Trade,Tertinggi,Terendah,Penutupan,Selisih,Persentase Selisih
MANDIRI SEKURITAS,CC,DSSA,Dian Swastatika Sentosa Tbk,1/30/2026,14.7B,1.529,96.052,34.3B,3.594,95.341,99700.0,99700.0,101150.0,92025.0,99000.0,5000.0,5.05%
BRI Danareksa Sekuritas,OD,DSSA,Dian Swastatika Sentosa Tbk,1/30/2026,4.2B,438,96.112,2.7B,282,95.257,99700.0,99700.0,101150.0,92025.0,99000.0,5000.0,5.05%
MANDIRI SEKURITAS,CC,DSSA,Dian Swastatika Sentosa Tbk,2/2/2026,33.4B,3.896,85.834,25.7B,2.986,86.047,98700.0,98575.0,98700.0,84150.0,86700.0,-12300.0,-14.19%
BRI Danareksa Sekuritas,OD,DSSA,Dian Swastatika Sentosa Tbk,2/2/2026,,,,20.4B,2.372,85.997,98700.0,98575.0,98700.0,84150.0,86700.0,-12300.0,-14.19%
MANDIRI SEKURITAS,CC,DSSA,,2/3/2026,5.9B,675,87.101,14.4B,1.633,88.327,,,,,,,
BRI Danareksa Sekuritas,OD,DSSA,,2/3/2026,1.6B,183,88.126,1.7B,192,88.334,,,,,,,
MANDIRI SEKURITAS,CC,DSSA,,2/4/2026,5.9B,675,87.101,14.4B,1.633,88.327,,,,,,,
BRI Danareksa Sekuritas,OD,DSSA,,2/4/2026,1.6B,183,88.126,1.7B,192,88.334,,,,,,,
MANDIRI SEKURITAS,CC,ENRG,Energi Mega Persada Tbk.,1/28/2026,5.5B,38.644,1.42,46.4B,326.46,1.42,1420.0,1420.0,1420.0,1420.0,1420.0,-250.0,-17.61%
MANDIRI SEKURITAS,CC,ENRG,Energi Mega Persada Tbk.,1/29/2026,26.8B,216.865,1.235,21.9B,178.592,1.229,1210.0,1210.0,1315.0,1210.0,1210.0,-210.0,-17.36%
BNI Sekuritas,NI,ENRG,Energi Mega Persada Tbk.,1/29/2026,174.2B,"1,438,002",1.211,,,,1210.0,1210.0,1315.0,1210.0,1210.0,-210.0,-17.36%
BRI Danareksa Sekuritas,OD,ENRG,Energi Mega Persada Tbk.,1/29/2026,,,,7.9B,64.603,1.223,1210.0,1210.0,1315.0,1210.0,1210.0,-210.0,-17.36%
MANDIRI SEKURITAS,CC,ENRG,Energi Mega Persada Tbk.,1/30/2026,19.4B,151.209,1.281,22.3B,173.338,1.288,1260.0,1260.0,1330.0,1220.0,1300.0,90.0,6.92%
BNI Sekuritas,NI,ENRG,Energi Mega Persada Tbk.,1/30/2026,,,,3.7B,29.088,1.279,1260.0,1260.0,1330.0,1220.0,1300.0,90.0,6.92%
MANDIRI SEKURITAS,CC,ENRG,Energi Mega Persada Tbk.,2/2/2026,31.5B,276.184,1.141,22.7B,197.149,1.152,1310.0,1315.0,1350.0,1105.0,1105.0,-195.0,-17.65%
BNI Sekuritas,NI,ENRG,Energi Mega Persada Tbk.,2/2/2026,7.9B,70.36,1.121,,,,1310.0,1315.0,1350.0,1105.0,1105.0,-195.0,-17.65%
MANDIRI SEKURITAS,CC,ESTA,Esta Multi Usaha Tbk.,1/28/2026,164.7M,5.161,319,12.3M,380,323,318.0,318.0,360.0,306.0,306.0,-54.0,-17.65%
BNI Sekuritas,NI,ESTA,Esta Multi Usaha Tbk.,1/28/2026,16.9M,521,325,14.4M,439,328,318.0,318.0,360.0,306.0,306.0,-54.0,-17.65%
MANDIRI SEKURITAS,CC,ESTA,Esta Multi Usaha Tbk.,1/29/2026,193.5M,7.342,264,115.5M,4.369,264,262.0,262.0,270.0,262.0,262.0,-44.0,-16.79%
BRI Danareksa Sekuritas,OD,ESTA,Esta Multi Usaha Tbk.,1/29/2026,,,,29.8M,1.138,262,262.0,262.0,270.0,262.0,262.0,-44.0,-16.79%
MANDIRI SEKURITAS,CC,ESTA,Esta Multi Usaha Tbk.,1/30/2026,216.2M,9.294,233,285.8M,12.458,229,230.0,232.0,248.0,224.0,224.0,-38.0,-16.96%
BNI Sekuritas,NI,ESTA,Esta Multi Usaha Tbk.,1/30/2026,59.1M,2.561,231,73M,3.191,229,230.0,232.0,248.0,224.0,224.0,-38.0,-16.96%
BRI Danareksa Sekuritas,OD,ESTA,Esta Multi Usaha Tbk.,1/30/2026,37.7M,1.632,231,,,,230.0,232.0,248.0,224.0,224.0,-38.0,-16.96%
MANDIRI SEKURITAS,CC,ESTA,Esta Multi Usaha Tbk.,2/2/2026,285.7M,14.654,195,142.7M,7.416,192,224.0,224.0,226.0,191.0,192.0,-32.0,-16.67%
MANDIRI SEKURITAS,CC,EXCL,XLSMART Telecom Sejahtera Tbk.,1/28/2026,7.6B,19.749,3.847,20.1B,52.538,3.833,3820.0,3820.0,3920.0,3820.0,3820.0,-670.0,-17.54%
BNI Sekuritas,NI,EXCL,XLSMART Telecom Sejahtera Tbk.,1/28/2026,8.3B,21.76,3.822,,,,3820.0,3820.0,3920.0,3820.0,3820.0,-670.0,-17.54%
MANDIRI SEKURITAS,CC,EXCL,XLSMART Telecom Sejahtera Tbk.,1/29/2026,45.7B,138.908,3.292,53.8B,164.011,3.279,3300.0,3320.0,3560.0,3250.0,3250.0,-570.0,-17.54%
BNI Sekuritas,NI,EXCL,XLSMART Telecom Sejahtera Tbk.,1/29/2026,36.8B,112.225,3.276,31.4B,95.946,3.271,3300.0,3320.0,3560.0,3250.0,3250.0,-570.0,-17.54%
MANDIRI SEKURITAS,CC,EXCL,XLSMART Telecom Sejahtera Tbk.,1/30/2026,24.8B,74.688,3.318,25.7B,76.633,3.348,3400.0,3400.0,3440.0,3210.0,3300.0,50.0,1.52%
BNI Sekuritas,NI,EXCL,XLSMART Telecom Sejahtera Tbk.,1/30/2026,6.7B,20.071,3.321,6B,18.063,3.324,3400.0,3400.0,3440.0,3210.0,3300.0,50.0,1.52%
MANDIRI SEKURITAS,CC,EXCL,XLSMART Telecom Sejahtera Tbk.,2/2/2026,58.8B,198.595,2.96,45.2B,153.344,2.95,3270.0,3270.0,3350.0,2830.0,2910.0,-390.0,-13.40%
BNI Sekuritas,NI,EXCL,XLSMART Telecom Sejahtera Tbk.,2/2/2026,5.9B,19.666,3.01,15.3B,52.16,2.933,3270.0,3270.0,3350.0,2830.0,2910.0,-390.0,-13.40%
MANDIRI SEKURITAS,CC,FAST,Fast Food Indonesia Tbk.,1/28/2026,2B,36.056,544,1.1B,20.132,561,580.0,585.0,585.0,520.0,520.0,-90.0,-17.31%
BNI Sekuritas,NI,FAST,Fast Food Indonesia Tbk.,1/28/2026,264.8M,4.945,536,1.1B,21.745,527,580.0,585.0,585.0,520.0,520.0,-90.0,-17.31%
MANDIRI SEKURITAS,CC,FAST,Fast Food Indonesia Tbk.,1/29/2026,1.3B,27.993,473,1.2B,23.62,490,446.0,450.0,510.0,442.0,500.0,-20.0,-4.00%
BRI Danareksa Sekuritas,OD,FAST,Fast Food Indonesia Tbk.,1/29/2026,241.4M,5.124,471,379.5M,8.058,471,446.0,450.0,510.0,442.0,500.0,-20.0,-4.00%
MANDIRI SEKURITAS,CC,FAST,Fast Food Indonesia Tbk.,1/30/2026,684.1M,13.327,513,604.1M,11.775,513,510.0,510.0,540.0,492.0,494.0,-6.0,-1.21%
BNI Sekuritas,NI,FAST,Fast Food Indonesia Tbk.,1/30/2026,156.4M,3.032,516,2.6B,52.035,502,510.0,510.0,540.0,492.0,494.0,-6.0,-1.21%
MANDIRI SEKURITAS,CC,FAST,Fast Food Indonesia Tbk.,2/2/2026,2.1B,48.398,442,914.3M,20.493,446,498.0,505.0,505.0,420.0,420.0,-74.0,-17.62%
BNI Sekuritas,NI,FAST,Fast Food Indonesia Tbk.,2/2/2026,149.2M,3.471,430,,,,498.0,505.0,505.0,420.0,420.0,-74.0,-17.62%
BRI Danareksa Sekuritas,OD,FAST,Fast Food Indonesia Tbk.,2/2/2026,57.5M,1.364,422,182.1M,4.317,422,498.0,505.0,505.0,420.0,420.0,-74.0,-17.62%
MANDIRI SEKURITAS,CC,FLMC,Falmaco Nonwoven Industri Tbk.,1/28/2026,12.9M,826,157,1.8M,118,156,0.0,0.0,173.0,155.0,155.0,-17.0,-10.97%
BNI Sekuritas,NI,FLMC,Falmaco Nonwoven Industri Tbk.,1/28/2026,1.6M,100,156,11.2M,719,155,0.0,0.0,173.0,155.0,155.0,-17.0,-10.97%
BRI Danareksa Sekuritas,OD,FLMC,Falmaco Nonwoven Industri Tbk.,1/28/2026,,,,4.4M,287,155,0.0,0.0,173.0,155.0,155.0,-17.0,-10.97%
MANDIRI SEKURITAS,CC,FLMC,Falmaco Nonwoven Industri Tbk.,1/29/2026,5.8M,411,142,6.6M,472,140,0.0,0.0,155.0,140.0,140.0,-15.0,-10.71%
BNI Sekuritas,NI,FLMC,Falmaco Nonwoven Industri Tbk.,1/29/2026,4.8M,345,141,3.6M,246,145,0.0,0.0,155.0,140.0,140.0,-15.0,-10.71%
MANDIRI SEKURITAS,CC,FLMC,Falmaco Nonwoven Industri Tbk.,1/30/2026,11.5M,910,127,20M,"1,589",126,0.0,0.0,138.0,126.0,136.0,-4.0,-2.94%
BNI Sekuritas,NI,FLMC,Falmaco Nonwoven Industri Tbk.,1/30/2026,,,,2M,151,132,0.0,0.0,138.0,126.0,136.0,-4.0,-2.94%
BRI Danareksa Sekuritas,OD,FLMC,Falmaco Nonwoven Industri Tbk.,1/30/2026,10M,771,129,547.4K,41,134,0.0,0.0,138.0,126.0,136.0,-4.0,-2.94%
MANDIRI SEKURITAS,CC,FLMC,Falmaco Nonwoven Industri Tbk.,2/2/2026,423.9K,34,125,299.7K,24,125,0.0,0.0,136.0,123.0,123.0,-13.0,-10.57%
BNI Sekuritas,NI,FLMC,Falmaco Nonwoven Industri Tbk.,2/2/2026,1.3M,104,126,1.4M,114,125,0.0,0.0,136.0,123.0,123.0,-13.0,-10.57%
BRI Danareksa Sekuritas,OD,FLMC,Falmaco Nonwoven Industri Tbk.,2/2/2026,369K,30,123,,,,0.0,0.0,136.0,123.0,123.0,-13.0,-10.57%
MANDIRI SEKURITAS,CC,FUTR,Futura Energi Global Tbk.,1/28/2026,6.6B,146.234,452,4.6B,99.886,457,432.0,434.0,510.0,430.0,430.0,-75.0,-17.44%
MANDIRI SEKURITAS,CC,FUTR,Futura Energi Global Tbk.,1/29/2026,4.2B,107.017,390,3.9B,99.479,392,366.0,366.0,432.0,366.0,414.0,-16.0,-3.86%
BNI Sekuritas,NI,FUTR,Futura Energi Global Tbk.,1/29/2026,,,,625.9M,16.615,377,366.0,366.0,432.0,366.0,414.0,-16.0,-3.86%
MANDIRI SEKURITAS,CC,FUTR,Futura Energi Global Tbk.,1/30/2026,1.2B,29.463,415,2.4B,57.733,419,420.0,422.0,434.0,392.0,410.0,-4.0,-0.98%
MANDIRI SEKURITAS,CC,FUTR,Futura Energi Global Tbk.,2/2/2026,3.4B,96.176,358,1.8B,50.036,353,410.0,410.0,414.0,350.0,350.0,-60.0,-17.14%
BNI Sekuritas,NI,FUTR,Futura Energi Global Tbk.,2/2/2026,,,,1.2B,32.521,355,410.0,410.0,414.0,350.0,350.0,-60.0,-17.14%
MANDIRI SEKURITAS,CC,GOLF,Intra Golflink Resorts Tbk.,1/28/2026,1.9B,58.437,329,1.3B,38.389,329,320.0,320.0,352.0,320.0,320.0,-56.0,-17.50%
MANDIRI SEKURITAS,CC,GOLF,Intra Golflink Resorts Tbk.,1/29/2026,3.7B,133.49,276,3.7B,134.887,277,272.0,272.0,290.0,272.0,272.0,-48.0,-17.65%
BRI Danareksa Sekuritas,OD,GOLF,Intra Golflink Resorts Tbk.,1/29/2026,930.5M,34.099,273,,,,272.0,272.0,290.0,272.0,272.0,-48.0,-17.65%
MANDIRI SEKURITAS,CC,GOLF,Intra Golflink Resorts Tbk.,1/30/2026,3.2B,116.241,273,3B,105.446,281,274.0,276.0,310.0,254.0,260.0,-12.0,-4.62%
MANDIRI SEKURITAS,CC,GOLF,Intra Golflink Resorts Tbk.,2/2/2026,1.6B,67.821,237,201.5M,8.643,233,260.0,260.0,260.0,222.0,222.0,-38.0,-17.12%
MANDIRI SEKURITAS,CC,GTSI,GTS Internasional Tbk.,1/28/2026,11.5B,341.233,336,10.3B,308.047,336,328.0,328.0,356.0,328.0,328.0,-56.0,-17.07%
BNI Sekuritas,NI,GTSI,GTS Internasional Tbk.,1/28/2026,5.1B,155.286,330,,,,328.0,328.0,356.0,328.0,328.0,-56.0,-17.07%
BRI Danareksa Sekuritas,OD,GTSI,GTS Internasional Tbk.,1/28/2026,1.2B,35.672,333,,,,328.0,328.0,356.0,328.0,328.0,-56.0,-17.07%
MANDIRI SEKURITAS,CC,GTSI,GTS Internasional Tbk.,1/29/2026,14.2B,481.75,295,11.3B,382.522,296,296.0,296.0,320.0,280.0,306.0,-22.0,-7.19%
BNI Sekuritas,NI,GTSI,GTS Internasional Tbk.,1/29/2026,2.8B,94.62,299,2.8B,98.689,288,296.0,296.0,320.0,280.0,306.0,-22.0,-7.19%
MANDIRI SEKURITAS,CC,GTSI,GTS Internasional Tbk.,1/30/2026,12.7B,421.739,300,12.9B,417.369,308,320.0,320.0,328.0,280.0,280.0,-26.0,-9.29%
BNI Sekuritas,NI,GTSI,GTS Internasional Tbk.,1/30/2026,1.8B,59.193,305,1.1B,35.64,307,320.0,320.0,328.0,280.0,280.0,-26.0,-9.29%
MANDIRI SEKURITAS,CC,GTSI,GTS Internasional Tbk.,2/2/2026,7.3B,297.588,247,2.5B,100.274,246,278.0,276.0,278.0,238.0,238.0,-42.0,-17.65%
BNI Sekuritas,NI,GTSI,GTS Internasional Tbk.,2/2/2026,2.2B,94.08,238,1.5B,59.955,251,278.0,276.0,278.0,238.0,238.0,-42.0,-17.65%
MANDIRI SEKURITAS,CC,HUMI,Humpuss Maritim Internasional Tbk.,1/28/2026,212.6M,8.175,260,,,,0.0,0.0,260.0,260.0,260.0,-28.0,-10.77%
BRI Danareksa Sekuritas,OD,HUMI,Humpuss Maritim Internasional Tbk.,1/28/2026,75.4M,2.899,260,2.1B,82,260,0.0,0.0,260.0,260.0,260.0,-28.0,-10.77%
MANDIRI SEKURITAS,CC,HUMI,Humpuss Maritim Internasional Tbk.,1/29/2026,1.2B,49.383,234,3.1B,131.189,234,0.0,0.0,260.0,234.0,234.0,-26.0,-11.11%
BNI Sekuritas,NI,HUMI,Humpuss Maritim Internasional Tbk.,1/29/2026,516.1M,22.054,234,621.2M,26.546,234,0.0,0.0,260.0,234.0,234.0,-26.0,-11.11%
BRI Danareksa Sekuritas,OD,HUMI,Humpuss Maritim Internasional Tbk.,1/29/2026,120.6M,5.154,234,303.7M,12.98,234,0.0,0.0,260.0,234.0,234.0,-26.0,-11.11%
MANDIRI SEKURITAS,CC,HUMI,Humpuss Maritim Internasional Tbk.,1/30/2026,19.7B,859.373,230,19.6B,842.995,233,256.0,256.0,266.0,206.0,210.0,-24.0,-11.43%
BNI Sekuritas,NI,HUMI,Humpuss Maritim Internasional Tbk.,1/30/2026,3.1B,133.402,233,1.9B,80.448,232,256.0,256.0,266.0,206.0,210.0,-24.0,-11.43%
BRI Danareksa Sekuritas,OD,HUMI,Humpuss Maritim Internasional Tbk.,1/30/2026,1.5B,65.883,228,,,,256.0,256.0,266.0,206.0,210.0,-24.0,-11.43%
MANDIRI SEKURITAS,CC,HUMI,Humpuss Maritim Internasional Tbk.,2/2/2026,11.8B,639.049,185,10.3B,560.274,184,200.0,202.0,212.0,179.0,179.0,-31.0,-17.32%
BNI Sekuritas,NI,HUMI,Humpuss Maritim Internasional Tbk.,2/2/2026,2.6B,145.756,180,1.1B,59.464,181,200.0,202.0,212.0,179.0,179.0,-31.0,-17.32%
BRI Danareksa Sekuritas,OD,HUMI,Humpuss Maritim Internasional Tbk.,2/2/2026,1.6B,88.836,182,,,,200.0,202.0,212.0,179.0,179.0,-31.0,-17.32%
MANDIRI SEKURITAS,CC,IFSH,Ifishdeco Tbk.,1/30/2026,341K,2,"1,705",,,,0.0,0.0,1705.0,1705.0,1705.0,-185.0,-10.85%
BRI Danareksa Sekuritas,OD,IFSH,Ifishdeco Tbk.,1/30/2026,1M,6,"1,705",,,,0.0,0.0,1705.0,1705.0,1705.0,-185.0,-10.85%
MANDIRI SEKURITAS,CC,IMPC,Impack Pratama Industri Tbk.,1/28/2026,1.3B,4.245,3.06,478M,1.562,3.06,3060.0,3060.0,3060.0,3060.0,3060.0,-540.0,-17.65%
BNI Sekuritas,NI,IMPC,Impack Pratama Industri Tbk.,1/28/2026,337.8M,1.104,3.06,,,,3060.0,3060.0,3060.0,3060.0,3060.0,-540.0,-17.65%
BRI Danareksa Sekuritas,OD,IMPC,Impack Pratama Industri Tbk.,1/28/2026,369.3M,1.207,3.06,,,,3060.0,3060.0,3060.0,3060.0,3060.0,-540.0,-17.65%
MANDIRI SEKURITAS,CC,IMPC,Impack Pratama Industri Tbk.,1/29/2026,45.9B,171.745,2.673,92.3B,347.643,2.655,2610.0,2610.0,2870.0,2610.0,2610.0,-450.0,-17.24%
BNI Sekuritas,NI,IMPC,Impack Pratama Industri Tbk.,1/29/2026,67.1B,257.092,2.61,,,,2610.0,2610.0,2870.0,2610.0,2610.0,-450.0,-17.24%
MANDIRI SEKURITAS,CC,IMPC,Impack Pratama Industri Tbk.,1/30/2026,53.3B,221.825,2.401,41.7B,169.556,2.462,2660.0,2660.0,2800.0,2290.0,2380.0,-230.0,-9.66%
BNI Sekuritas,NI,IMPC,Impack Pratama Industri Tbk.,1/30/2026,17.2B,71.42,2.41,,,,2660.0,2660.0,2800.0,2290.0,2380.0,-230.0,-9.66%
MANDIRI SEKURITAS,CC,IMPC,Impack Pratama Industri Tbk.,2/2/2026,24B,112.353,2.133,12.6B,61.203,2.056,2320.0,2310.0,2320.0,2030.0,2030.0,-350.0,-17.24%
BNI Sekuritas,NI,IMPC,Impack Pratama Industri Tbk.,2/2/2026,7.5B,36.562,2.04,,,,2320.0,2310.0,2320.0,2030.0,2030.0,-350.0,-17.24%
MANDIRI SEKURITAS,CC,INAI,Indal Aluminium Industry Tbk.,1/29/2026,75.5M,3.012,251,59.5M,2.379,250,250.0,250.0,254.0,250.0,250.0,-42.0,-16.80%
BNI Sekuritas,NI,INAI,Indal Aluminium Industry Tbk.,1/29/2026,9M,359,250,3.9M,157,250,250.0,250.0,254.0,250.0,250.0,-42.0,-16.80%
BRI Danareksa Sekuritas,OD,INAI,Indal Aluminium Industry Tbk.,1/29/2026,,,,216.1M,8.643,250,250.0,250.0,254.0,250.0,250.0,-42.0,-16.80%
MANDIRI SEKURITAS,CC,INAI,Indal Aluminium Industry Tbk.,1/30/2026,166.7M,7.329,227,310.6M,13.673,227,232.0,232.0,260.0,214.0,224.0,-26.0,-11.61%
BNI Sekuritas,NI,INAI,Indal Aluminium Industry Tbk.,1/30/2026,29.9M,1.317,227,,,,232.0,232.0,260.0,214.0,224.0,-26.0,-11.61%
MANDIRI SEKURITAS,CC,INAI,Indal Aluminium Industry Tbk.,2/2/2026,84.1M,4.054,208,65.6M,2.966,221,224.0,226.0,244.0,191.0,191.0,-33.0,-17.28%
BNI Sekuritas,NI,INAI,Indal Aluminium Industry Tbk.,2/2/2026,8.4M,413,202,,,,224.0,226.0,244.0,191.0,191.0,-33.0,-17.28%
BRI Danareksa Sekuritas,OD,INAI,Indal Aluminium Industry Tbk.,2/2/2026,24.9M,1.281,194,,,,224.0,226.0,244.0,191.0,191.0,-33.0,-17.28%
MANDIRI SEKURITAS,CC,INDO,Royalindo Investa Wijaya Tbk.,1/30/2026,165.6M,5.208,318,,,,318.0,318.0,318.0,318.0,318.0,-56.0,-17.61%
BNI Sekuritas,NI,INDO,Royalindo Investa Wijaya Tbk.,1/30/2026,580.4M,18.253,318,,,,318.0,318.0,318.0,318.0,318.0,-56.0,-17.61%
BRI Danareksa Sekuritas,OD,INDO,Royalindo Investa Wijaya Tbk.,1/30/2026,21.4M,672,318,127.2M,4,318,318.0,318.0,318.0,318.0,318.0,-56.0,-17.61%
MANDIRI SEKURITAS,CC,INDO,Royalindo Investa Wijaya Tbk.,2/2/2026,55.4M,2.036,272,,,,272.0,272.0,272.0,272.0,272.0,-46.0,-16.91%
BNI Sekuritas,NI,INDO,Royalindo Investa Wijaya Tbk.,2/2/2026,11.6M,425,272,,,,272.0,272.0,272.0,272.0,272.0,-46.0,-16.91%
MANDIRI SEKURITAS,CC,INET,Sinergi Inti Andalan Prima Tbk.,1/28/2026,37.9B,"954,401",397,40.3B,"1,009,834",399,398.0,398.0,424.0,382.0,382.0,-66.0,-17.28%
BNI Sekuritas,NI,INET,Sinergi Inti Andalan Prima Tbk.,1/28/2026,7.2B,"184,150",393,,,,398.0,398.0,424.0,382.0,382.0,-66.0,-17.28%
BRI Danareksa Sekuritas,OD,INET,Sinergi Inti Andalan Prima Tbk.,1/28/2026,,,,6.8B,"170,355",401,398.0,398.0,424.0,382.0,382.0,-66.0,-17.28%
MANDIRI SEKURITAS,CC,INET,Sinergi Inti Andalan Prima Tbk.,1/29/2026,51.9B,"1,483,163",350,41.1B,"1,134,334",362,340.0,342.0,392.0,326.0,368.0,-14.0,-3.80%
BNI Sekuritas,NI,INET,Sinergi Inti Andalan Prima Tbk.,1/29/2026,7.5B,"215,962",349,7.1B,"202,623",350,340.0,342.0,392.0,326.0,368.0,-14.0,-3.80%
MANDIRI SEKURITAS,CC,INET,Sinergi Inti Andalan Prima Tbk.,1/30/2026,25.6B,"666,435",384,34.9B,"906,205",385,380.0,382.0,408.0,364.0,376.0,8.0,2.13%
BNI Sekuritas,NI,INET,Sinergi Inti Andalan Prima Tbk.,1/30/2026,15.7B,"410,066",382,4.2B,"110,119",382,380.0,382.0,408.0,364.0,376.0,8.0,2.13%
BRI Danareksa Sekuritas,OD,INET,Sinergi Inti Andalan Prima Tbk.,1/30/2026,3.1B,"80,717",382,,,,380.0,382.0,408.0,364.0,376.0,8.0,2.13%
MANDIRI SEKURITAS,CC,INET,Sinergi Inti Andalan Prima Tbk.,2/2/2026,20.2B,"602,753",335,15.5B,"469,020",331,376.0,378.0,378.0,320.0,320.0,-56.0,-17.50%
BNI Sekuritas,NI,INET,Sinergi Inti Andalan Prima Tbk.,2/2/2026,7.4B,"227,282",324,,,,376.0,378.0,378.0,320.0,320.0,-56.0,-17.50%
BRI Danareksa Sekuritas,OD,INET,Sinergi Inti Andalan Prima Tbk.,2/2/2026,2.3B,"71,079",324,,,,376.0,378.0,378.0,320.0,320.0,-56.0,-17.50%
MANDIRI SEKURITAS,CC,INPS,Indah Prakasa Sentosa Tbk.,1/28/2026,15.2M,267,568,61.3M,1.085,565,0.0,0.0,570.0,565.0,565.0,-60.0,-10.62%
MANDIRI SEKURITAS,CC,INPS,Indah Prakasa Sentosa Tbk.,1/29/2026,5M,98,510,,,,0.0,0.0,510.0,510.0,510.0,-55.0,-10.78%
MANDIRI SEKURITAS,CC,INPS,Indah Prakasa Sentosa Tbk.,1/30/2026,14M,305,460,,,,0.0,0.0,460.0,460.0,460.0,-50.0,-10.87%
MANDIRI SEKURITAS,CC,INPS,Indah Prakasa Sentosa Tbk.,2/2/2026,248.4K,6,414,,,,0.0,0.0,414.0,414.0,414.0,-46.0,-11.11%
MANDIRI SEKURITAS,CC,INTA,Intraco Penta Tbk.,1/28/2026,21.5M,1.389,155,,,,0.0,0.0,155.0,155.0,155.0,-17.0,-10.97%
BNI Sekuritas,NI,INTA,Intraco Penta Tbk.,1/28/2026,6.5M,418,155,,,,0.0,0.0,155.0,155.0,155.0,-17.0,-10.97%
BRI Danareksa Sekuritas,OD,INTA,Intraco Penta Tbk.,1/28/2026,14.4M,929,155,156.2M,10.079,155,0.0,0.0,155.0,155.0,155.0,-17.0,-10.97%
MANDIRI SEKURITAS,CC,INTA,Intraco Penta Tbk.,1/29/2026,19.5M,1.395,140,10.5M,750,140,0.0,0.0,140.0,140.0,140.0,-15.0,-10.71%
BNI Sekuritas,NI,INTA,Intraco Penta Tbk.,1/29/2026,2.1M,150,140,,,,0.0,0.0,140.0,140.0,140.0,-15.0,-10.71%
BRI Danareksa Sekuritas,OD,INTA,Intraco Penta Tbk.,1/29/2026,,,,22.5M,1.604,140,0.0,0.0,140.0,140.0,140.0,-15.0,-10.71%
MANDIRI SEKURITAS,CC,INTA,Intraco Penta Tbk.,1/30/2026,35.5M,2.817,126,32M,2.166,148,0.0,0.0,154.0,126.0,126.0,-14.0,-11.11%
BRI Danareksa Sekuritas,OD,INTA,Intraco Penta Tbk.,1/30/2026,97.9M,6.438,152,75.6M,6.001,126,0.0,0.0,154.0,126.0,126.0,-14.0,-11.11%
MANDIRI SEKURITAS,CC,INTA,Intraco Penta Tbk.,2/2/2026,57M,5.001,114,,,,0.0,0.0,114.0,114.0,114.0,-12.0,-10.53%
BNI Sekuritas,NI,INTA,Intraco Penta Tbk.,2/2/2026,285K,25,114,,,,0.0,0.0,114.0,114.0,114.0,-12.0,-10.53%
BRI Danareksa Sekuritas,OD,INTA,Intraco Penta Tbk.,2/2/2026,535.8K,47,114,4.6M,400,114,0.0,0.0,114.0,114.0,114.0,-12.0,-10.53%
MANDIRI SEKURITAS,CC,IRSX,Folago Global Nusantara Tbk.,1/28/2026,8.5B,"139,390",608,6.5B,"105,228",620,585.0,600.0,665.0,585.0,585.0,-100.0,-17.09%
BNI Sekuritas,NI,IRSX,Folago Global Nusantara Tbk.,1/28/2026,3.5B,"59,891",588,,,,585.0,600.0,665.0,585.0,585.0,-100.0,-17.09%
BRI Danareksa Sekuritas,OD,IRSX,Folago Global Nusantara Tbk.,1/28/2026,1.8B,"31,166",590,,,,585.0,600.0,665.0,585.0,585.0,-100.0,-17.09%
MANDIRI SEKURITAS,CC,IRSX,Folago Global Nusantara Tbk.,1/29/2026,11B,"202,330",544,11.7B,"202,248",579,550.0,545.0,630.0,498.0,595.0,10.0,1.68%
BNI Sekuritas,NI,IRSX,Folago Global Nusantara Tbk.,1/29/2026,3.4B,"57,756",591,,,,550.0,545.0,630.0,498.0,595.0,10.0,1.68%
MANDIRI SEKURITAS,CC,IRSX,Folago Global Nusantara Tbk.,1/30/2026,2.7B,"47,279",572,7.1B,"121,526",583,610.0,610.0,620.0,545.0,570.0,-25.0,-4.39%
MANDIRI SEKURITAS,CC,IRSX,Folago Global Nusantara Tbk.,2/2/2026,3.9B,"76,032",513,4B,"79,905",506,580.0,575.0,580.0,486.0,486.0,-84.0,-17.28%
MANDIRI SEKURITAS,CC,JARR,Jhonlin Agro Raya Tbk.,1/28/2026,6B,"21,989","2,713",1.7B,"6,199","2,701",2870.0,2860.0,2930.0,2610.0,2610.0,-460.0,-17.62%
BNI Sekuritas,NI,JARR,Jhonlin Agro Raya Tbk.,1/28/2026,610.8M,"2,196","2,781",580.9M,"2,181","2,663",2870.0,2860.0,2930.0,2610.0,2610.0,-460.0,-17.62%
BRI Danareksa Sekuritas,OD,JARR,Jhonlin Agro Raya Tbk.,1/28/2026,3.3B,"12,618","2,619",,,,2870.0,2860.0,2930.0,2610.0,2610.0,-460.0,-17.62%
MANDIRI SEKURITAS,CC,JARR,Jhonlin Agro Raya Tbk.,1/29/2026,4.2B,"18,034","2,312",4.6B,"19,657","2,364",2310.0,2310.0,2600.0,2220.0,2540.0,-70.0,-2.76%
BNI Sekuritas,NI,JARR,Jhonlin Agro Raya Tbk.,1/29/2026,431.2M,"1,754","2,458",535.8M,"2,316","2,313",2310.0,2310.0,2600.0,2220.0,2540.0,-70.0,-2.76%
BRI Danareksa Sekuritas,OD,JARR,Jhonlin Agro Raya Tbk.,1/29/2026,2B,"8,901","2,228",,,,2310.0,2310.0,2600.0,2220.0,2540.0,-70.0,-2.76%
